id,area,en,ka,ru,de,fr,placeholders,ka corrected,ru corrected,de corrected,fr corrected,comment
ui.server.RS.ge is not responding,interface,RS.ge isn't responding right now. Please try again later.,RS.ge ამჟამად არ პასუხობს. სცადეთ მოგვიანებით.,RS.ge сейчас не отвечает. Попробуйте позже.,RS.ge antwortet gerade nicht. Bitte versuchen Sie es später erneut.,RS.ge ne répond pas pour le moment. Veuillez réessayer plus tard.,,,,,,
ui.server.No taxpayer with this code on RS.ge,interface,RS.ge has no taxpayer with this code.,ამ კოდით გადამხდელი RS.ge-ზე ვერ მოიძებნა.,На RS.ge нет налогоплательщика с этим кодом.,RS.ge kennt keinen Steuerpflichtigen mit dieser Nummer.,Aucun contribuable avec ce code sur RS.ge.,,,,,,
ui.server.Enter a 9- or 11-digit code,interface,Enter a 9-digit company code or an 11-digit personal number.,მიუთითეთ 9-ნიშნა საიდენტიფიკაციო კოდი ან 11-ნიშნა პირადი ნომერი.,Введите 9-значный код компании или 11-значный личный номер.,Geben Sie eine 9-stellige Firmennummer oder eine 11-stellige persönliche Nummer ein.,Saisissez un code d’entreprise à 9 chiffres ou un numéro personnel à 11 chiffres.,,,,,,
ui.deadlines.none,interface,"No deadlines apply yet. Edit the profile if the company is VAT-registered, has employees or owns property.","ვადები ჯერ არ გაქვთ. თუ კომპანია დღგ-ის გადამხდელია, ჰყავს თანამშრომლები ან ფლობს ქონებას, შეცვალეთ პროფილი.","Сроков пока нет. Если компания — плательщик НДС, имеет сотрудников или владеет имуществом, измените профиль.","Noch keine Fristen. Bearbeiten Sie das Profil, wenn das Unternehmen mehrwertsteuerpflichtig ist, Mitarbeiter hat oder Vermögen besitzt.","Aucune échéance pour l’instant. Modifiez le profil si l’entreprise est assujettie à la TVA, emploie des salariés ou possède des biens.",,,,,,
ui.deadlines.today,interface,today,დღეს,сегодня,heute,aujourd’hui,,,,,,
ui.deadlines.tomorrow,interface,tomorrow,ხვალ,завтра,morgen,demain,,,,,,
ui.deadlines.inDays.one,interface,in {n} day,n/a,через {n} день,in {n} Tag,dans {n} jour,{n},,,,,
ui.deadlines.inDays.few,interface,n/a,n/a,через {n} дня,n/a,n/a,{n},,,,,
ui.deadlines.inDays.many,interface,n/a,n/a,через {n} дней,n/a,n/a,{n},,,,,
ui.deadlines.inDays.other,interface,in {n} days,{n} დღეში,через {n} дня,in {n} Tagen,dans {n} jours,{n},,,,,
ui.deadlines.overdue.one,interface,{n} day overdue,n/a,просрочено на {n} день,seit {n} Tag überfällig,en retard de {n} jour,{n},,,,,
ui.deadlines.overdue.few,interface,n/a,n/a,просрочено на {n} дня,n/a,n/a,{n},,,,,
ui.deadlines.overdue.many,interface,n/a,n/a,просрочено на {n} дней,n/a,n/a,{n},,,,,
ui.deadlines.overdue.other,interface,{n} days overdue,ვადა გადაცილებულია {n} დღით,просрочено на {n} дня,seit {n} Tagen überfällig,en retard de {n} jours,{n},,,,,
ui.deadlines.by,interface,by {date},ვადა: {date},до {date},bis {date},échéance : {date},{date},,,,,
ui.deadlines.shifted,interface,moved from {date} (day off),გადმოტანილია {date}-დან (უქმე დღე),перенесено с {date} (выходной),verschoben vom {date} (arbeitsfrei),reporté du {date} (jour non ouvré),{date},,,,,
ui.deadlines.markDone,interface,Mark as done,მონიშვნა შესრულებულად,Отметить как выполненное,Als erledigt markieren,Marquer comme fait,,,,,,
ui.deadlines.showAll,interface,Show all ({n}),ყველას ნახვა ({n}),Показать все ({n}),Alle anzeigen ({n}),Tout afficher ({n}),{n},,,,,
ui.deadlines.showLess,interface,Show less,ნაკლების ნახვა,Свернуть,Weniger anzeigen,Afficher moins,,,,,,
ui.date.months.0,interface,January,იანვარი,январь,Januar,janvier,,,,,,
ui.date.months.1,interface,February,თებერვალი,февраль,Februar,février,,,,,,
ui.date.months.2,interface,March,მარტი,март,März,mars,,,,,,
ui.date.months.3,interface,April,აპრილი,апрель,April,avril,,,,,,
ui.date.months.4,interface,May,მაისი,май,Mai,mai,,,,,,
ui.date.months.5,interface,June,ივნისი,июнь,Juni,juin,,,,,,
ui.date.months.6,interface,July,ივლისი,июль,Juli,juillet,,,,,,
ui.date.months.7,interface,August,აგვისტო,август,August,août,,,,,,
ui.date.months.8,interface,September,სექტემბერი,сентябрь,September,septembre,,,,,,
ui.date.months.9,interface,October,ოქტომბერი,октябрь,Oktober,octobre,,,,,,
ui.date.months.10,interface,November,ნოემბერი,ноябрь,November,novembre,,,,,,
ui.date.months.11,interface,December,დეკემბერი,декабрь,Dezember,décembre,,,,,,
ui.date.monthsGenitive.0,interface,January,იანვარი,января,Januar,janvier,,,,,,
ui.date.monthsGenitive.1,interface,February,თებერვალი,февраля,Februar,février,,,,,,
ui.date.monthsGenitive.2,interface,March,მარტი,марта,März,mars,,,,,,
ui.date.monthsGenitive.3,interface,April,აპრილი,апреля,April,avril,,,,,,
ui.date.monthsGenitive.4,interface,May,მაისი,мая,Mai,mai,,,,,,
ui.date.monthsGenitive.5,interface,June,ივნისი,июня,Juni,juin,,,,,,
ui.date.monthsGenitive.6,interface,July,ივლისი,июля,Juli,juillet,,,,,,
ui.date.monthsGenitive.7,interface,August,აგვისტო,августа,August,août,,,,,,
ui.date.monthsGenitive.8,interface,September,სექტემბერი,сентября,September,septembre,,,,,,
ui.date.monthsGenitive.9,interface,October,ოქტომბერი,октября,Oktober,octobre,,,,,,
ui.date.monthsGenitive.10,interface,November,ნოემბერი,ноября,November,novembre,,,,,,
ui.date.monthsGenitive.11,interface,December,დეკემბერი,декабря,Dezember,décembre,,,,,,
ui.date.monthsShort.0,interface,Jan,იან,янв.,Jan.,janv.,,,,,,
ui.date.monthsShort.1,interface,Feb,თებ,февр.,Feb.,févr.,,,,,,
ui.date.monthsShort.2,interface,Mar,მარ,мар.,März,mars,,,,,,
ui.date.monthsShort.3,interface,Apr,აპრ,апр.,Apr.,avr.,,,,,,
ui.date.monthsShort.4,interface,May,მაი,мая,Mai,mai,,,,,,
ui.date.monthsShort.5,interface,Jun,ივნ,июн.,Juni,juin,,,,,,
ui.date.monthsShort.6,interface,Jul,ივლ,июл.,Juli,juil.,,,,,,
ui.date.monthsShort.7,interface,Aug,აგვ,авг.,Aug.,août,,,,,,
ui.date.monthsShort.8,interface,Sep,სექ,сент.,Sept.,sept.,,,,,,
ui.date.monthsShort.9,interface,Oct,ოქტ,окт.,Okt.,oct.,,,,,,
ui.date.monthsShort.10,interface,Nov,ნოე,нояб.,Nov.,nov.,,,,,,
ui.date.monthsShort.11,interface,Dec,დეკ,дек.,Dez.,déc.,,,,,,
ui.date.short,interface,{day} {month},{day} {month},{day} {month},{day}. {month},{day} {month},{day} {month},,,,,
ui.date.full,interface,{day} {month} {year},{day} {month} {year},{day} {month} {year},{day}. {month} {year},{day} {month} {year},{day} {month} {year},,,,,
ui.date.monthYear,interface,{month} {year},{month} {year},{month} {year},{month} {year},{month} {year},{month} {year},,,,,
ui.time.minutesAgo.one,interface,{n} min ago,n/a,{n} мин. назад,vor {n} Min.,il y a {n} min,{n},,,,,
ui.time.minutesAgo.few,interface,n/a,n/a,{n} мин. назад,n/a,n/a,{n},,,,,
ui.time.minutesAgo.many,interface,n/a,n/a,{n} мин. назад,n/a,n/a,{n},,,,,
ui.time.minutesAgo.other,interface,{n} min ago,{n} წთ წინ,{n} мин. назад,vor {n} Min.,il y a {n} min,{n},,,,,
ui.time.hoursAgo.one,interface,{n} h ago,n/a,{n} ч назад,vor {n} Std.,il y a {n} h,{n},,,,,
ui.time.hoursAgo.few,interface,n/a,n/a,{n} ч назад,n/a,n/a,{n},,,,,
ui.time.hoursAgo.many,interface,n/a,n/a,{n} ч назад,n/a,n/a,{n},,,,,
ui.time.hoursAgo.other,interface,{n} h ago,{n} სთ წინ,{n} ч назад,vor {n} Std.,il y a {n} h,{n},,,,,
ui.time.daysAgo.one,interface,{n} day ago,n/a,{n} день назад,vor {n} Tag,il y a {n} jour,{n},,,,,
ui.time.daysAgo.few,interface,n/a,n/a,{n} дня назад,n/a,n/a,{n},,,,,
